TIME,GEO,CROPS,STRUCPRO,Value,Flag_and_Footnotes
2020,Bulgaria,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),,
2020,Bulgaria,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),,
2020,Bulgaria,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2020,Bulgaria,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),,
2020,Czech Republic,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),1 344.88,
2020,Czech Republic,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),37.30,
2020,Czech Republic,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),11.14,
2020,Czech Republic,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2020,Czech Republic,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),30.61,
2020,Denmark,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),1 366.92,
2020,Denmark,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),26.60,
2020,Denmark,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),11.95,
2020,Denmark,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2020,Denmark,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),,
2020,Germany,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),6 086.00,
2020,Germany,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),,
2020,Germany,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),123.04,
2020,Germany,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2020,Germany,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),160.45,
2020,Estonia,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),370.12,
2020,Estonia,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),49.54,
2020,Estonia,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),2.05,
2020,Estonia,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2020,Estonia,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),2.25,
2020,Ireland,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),262.78,p
2020,Ireland,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),13.75,
2020,Ireland,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),4.28,e
2020,Ireland,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2020,Ireland,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),0.77,e
2020,Greece,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),697.29,e
2020,Greece,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),125.22,e
2020,Greece,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),84.09,
2020,Greece,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2020,Greece,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),1 197.28,
2020,Spain,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),6 084.83,p
2020,Spain,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),370.18,p
2020,Spain,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),381.71,
2020,Spain,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2020,Spain,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),4 996.27,
2020,France,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),8 879.69,
2020,France,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),,
2020,France,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),,
2020,France,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2020,France,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),,
2020,Croatia,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),524.00,
2020,Croatia,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),1.80,
2020,Croatia,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),8.31,
2020,Croatia,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2020,Croatia,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),74.25,
2020,Italy,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),3 005.09,
2020,Italy,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),113.05,
2020,Italy,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),414.57,
2020,Italy,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2020,Italy,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),2 353.33,
2020,Cyprus,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),32.02,e
2020,Cyprus,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),0.27,e
2020,Cyprus,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),2.63,p
2020,Cyprus,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2020,Cyprus,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),27.44,p
2020,Latvia,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),750.00,
2020,Latvia,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),42.40,
2020,Latvia,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),3.70,
2020,Latvia,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2020,Latvia,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),7.20,
2020,Lithuania,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),1 377.04,
2020,Lithuania,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),133.53,
2020,Lithuania,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),12.02,
2020,Lithuania,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2020,Lithuania,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),24.24,
2020,Luxembourg,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),25.48,
2020,Luxembourg,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),0.38,
2020,Luxembourg,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),0.17,
2020,Luxembourg,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2020,Luxembourg,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),1.59,
2020,Hungary,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),2 327.91,
2020,Hungary,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),,
2020,Hungary,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),,
2020,Hungary,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2020,Hungary,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),,
2020,Malta,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),0.00,
2020,Malta,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),0.00,
2020,Malta,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),0.00,n
2020,Malta,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2020,Malta,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),,
2020,Netherlands,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),171.24,
2020,Netherlands,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),4.14,
2020,Netherlands,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),96.53,
2020,Netherlands,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2020,Netherlands,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),19.10,
2020,Austria,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),764.87,
2020,Austria,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),18.65,
2020,Austria,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),18.22,
2020,Austria,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2020,Austria,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),58.96,
2020,Poland,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),7 890.10,e
2020,Poland,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),,
2020,Poland,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),,
2020,Poland,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2020,Poland,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),,
2020,Portugal,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),221.50,
2020,Portugal,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),22.01,p
2020,Portugal,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),48.46,p
2020,Portugal,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2020,Portugal,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),799.15,p
2020,Romania,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),5 434.72,
2020,Romania,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),107.42,
2020,Romania,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),138.00,
2020,Romania,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2020,Romania,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),314.65,
2020,Slovenia,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),101.25,
2020,Slovenia,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),0.98,
2020,Slovenia,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),7.12,
2020,Slovenia,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2020,Slovenia,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),20.91,
2020,Slovakia,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),747.32,
2020,Slovakia,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),10.69,
2020,Slovakia,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),6.58,
2020,Slovakia,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2020,Slovakia,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),12.56,
2020,Finland,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),956.30,
2020,Finland,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),37.20,
2020,Finland,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),12.29,
2020,Finland,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2020,Finland,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),3.36,
2020,Sweden,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),993.24,
2020,Sweden,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),42.20,
2020,Sweden,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),13.76,
2020,Sweden,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2020,Sweden,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),2.16,
2020,Iceland,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),2.80,
2020,Iceland,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),0.00,n
2020,Iceland,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),0.51,
2020,Iceland,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2020,Iceland,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),0.00,n
2020,Norway,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),280.65,
2020,Norway,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),,
2020,Norway,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),,
2020,Norway,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2020,Norway,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),,
2020,Switzerland,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),142.34,
2020,Switzerland,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),5.52,
2020,Switzerland,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),,
2020,Switzerland,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2020,Switzerland,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),,
2020,United Kingdom,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),3 093.38,p
2020,United Kingdom,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),240.90,p
2020,United Kingdom,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),,
2020,United Kingdom,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2020,United Kingdom,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),,
2020,Montenegro,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),,
2020,Montenegro,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),0.00,n
2020,Montenegro,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),,
2020,Montenegro,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2020,Montenegro,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),,
2020,Macedonia,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),159.42,
2020,Macedonia,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),12.57,
2020,Macedonia,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),35.89,
2020,Macedonia,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2020,Macedonia,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),41.07,
2020,Albania,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),,
2020,Albania,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),,
2020,Albania,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),,
2020,Albania,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2020,Albania,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),,
2020,Serbia,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),1 740.46,
2020,Serbia,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),10.19,
2020,Serbia,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),53.30,
2020,Serbia,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2020,Serbia,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),203.60,
2020,Turkey,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),,
2020,Turkey,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),,
2020,Turkey,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),,
2020,Turkey,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2020,Turkey,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),,
2020,Bosnia and Herzegovina,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),321.32,e
2020,Bosnia and Herzegovina,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),8.68,e
2020,Bosnia and Herzegovina,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),29.69,e
2020,Bosnia and Herzegovina,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2020,Bosnia and Herzegovina,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),,z
2020,Kosovo,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),,
2020,Kosovo,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),,
2020,Kosovo,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),,
2020,Kosovo,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2020,Kosovo,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),,
2021,European Union - 27 countries (from 2020),Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),,
2021,European Union - 27 countries (from 2020),Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),,
2021,European Union - 27 countries (from 2020),Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),,
2021,European Union - 27 countries (from 2020),Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2021,European Union - 27 countries (from 2020),Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),,
2021,European Union - 28 countries (2013-2020),Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),,
2021,European Union - 28 countries (2013-2020),Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),,
2021,European Union - 28 countries (2013-2020),Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),,
2021,European Union - 28 countries (2013-2020),Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2021,European Union - 28 countries (2013-2020),Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),,
2021,Belgium,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),,
2021,Belgium,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),,
2021,Belgium,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),,
2021,Belgium,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2021,Belgium,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),,
2021,Bulgaria,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),,
2021,Bulgaria,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),,
2021,Bulgaria,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),,
2021,Bulgaria,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2021,Bulgaria,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),,
2021,Czech Republic,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),,
2021,Czech Republic,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),,
2021,Czech Republic,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),,
2021,Czech Republic,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2021,Czech Republic,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),,
2021,Denmark,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),,
2021,Denmark,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),,
2021,Denmark,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),,
2021,Denmark,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2021,Denmark,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),,
2021,Germany,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),,
2021,Germany,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),,
2021,Germany,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),,
2021,Germany,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2021,Germany,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),,
2021,Estonia,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),,
2021,Estonia,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),,
2021,Estonia,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),,
2021,Estonia,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2021,Estonia,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),,
2021,Ireland,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),,
2021,Ireland,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),,
2021,Ireland,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),,
2021,Ireland,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2021,Ireland,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),,
2021,Greece,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),,
2021,Greece,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),,
2021,Greece,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),,
2021,Greece,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2021,Greece,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),,
2021,Spain,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),,
2021,Spain,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),,
2021,Spain,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),,
2021,Spain,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2021,Spain,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),,
2021,France,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),,
2021,France,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),,
2021,France,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),,
2021,France,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2021,France,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),,
2021,Croatia,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),,
2021,Croatia,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),,
2021,Croatia,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),,
2021,Croatia,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2021,Croatia,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),,
2021,Italy,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),,
2021,Italy,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),,
2021,Italy,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),,
2021,Italy,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2021,Italy,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),,
2021,Cyprus,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),,
2021,Cyprus,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),,
2021,Cyprus,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),,
2021,Cyprus,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2021,Cyprus,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),,
2021,Latvia,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),,
2021,Latvia,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),,
2021,Latvia,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),,
2021,Latvia,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2021,Latvia,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),,
2021,Lithuania,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),,
2021,Lithuania,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),,
2021,Lithuania,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),,
2021,Lithuania,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2021,Lithuania,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),,
2021,Luxembourg,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),,
2021,Luxembourg,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),,
2021,Luxembourg,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),,
2021,Luxembourg,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2021,Luxembourg,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),,
2021,Hungary,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),,
2021,Hungary,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),,
2021,Hungary,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),,
2021,Hungary,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2021,Hungary,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),,
2021,Malta,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),0.00,
2021,Malta,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),0.00,
